sample_id,frame,year,title,author,label,raw_label,confidence,narrating_situation,agent_note,why,n_quotes,event_past,event_present,beat_past,beat_present,bucket_event,bucket_dialogue,bucket_gnomic,bucket_paratext,bucket_unclear
top2020:5075,modern,2020,THE EVENING AND THE MORNING,Ken Follett,PAST,PAST,high,retrospective,"Third-person past-tense historical epic with heavy expository narration about the period setting. 15 event quotes, all past, none present -- no present-tense narration anywhere in the sample. Quotation marks survive on nearly every speech quote; only q04773 needed a register/direct-address call. Two abstentions (q04762, q04766) are past-tense generalizations that fit neither event nor the present-only gnomic bucket; both flagged rather than forced. Neither abstention nor the q04765/q04774 flip risks affect the past/present split, which is 15/0.","100% past / 0% present of 19, situation=retrospective",22,15,0,4,0,15,5,0,0,2
top2020:5345,modern,2020,THE GUEST LIST,Lucy Foley,PRESENT,PRESENT,high,simultaneous,"Event narration is predominantly story-specific present tense, with past-tense recollections; no dual writing-position form is evident in the supplied excerpts.","24% past / 76% present of 66, situation=simultaneous",82,16,41,0,9,57,16,7,0,2
top2020:5488,modern,2020,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,PRESENT,PRESENT,high,simultaneous,Present-tense story-moment narration predominates among event excerpts. Past event excerpts are recollective or historical passages; gnomic excerpts were excluded from that assessment.,"24% past / 76% present of 42, situation=simultaneous",78,8,23,2,9,31,17,30,0,0
top2020:5804,modern,2020,THE MIRROR & THE LIGHT,Hilary Mantel,PRESENT,PRESENT,high,simultaneous,"Classified solely from supplied excerpts. Event narration is predominantly present, with three past recollection/scene passages; dialogue beats are also predominantly present.","8% past / 92% present of 49, situation=simultaneous",79,3,33,1,12,36,14,26,0,3
top2020:5938,modern,2020,THE ORDER,Daniel Silva,PAST,PAST,manual,retrospective,"Yield is zero event-narration: the page is dominated by a long author's note on real church history (14 paratext) plus dialogue (9) and two aphorisms. The only narration present sits inside dialogue quotes as past-tense third-person beats ('The bells of Assisi tolled two o'clock before Father Jordan could answer', 'She looked up', 'He rose and extended his hand'), which is the basis for the retrospective read. Insufficient event-narration for a tense label from this page.",Manual review 2026-08-16: user-directed final label override.,25,0,0,4,0,0,9,2,14,0
top2020:6126,modern,2020,THE RETURN,Nicholas Sparks,PAST,PAST,high,retrospective,"First-person retrospective narrator (attributions name Trevor Benson) recounting past events in past tense, punctuated by narrating-moment present commentary and heavy aphorism. Quotation marks survive in this book (q04902, q04912, q04921), so unmarked advisory passages were bucketed on register/generality rather than assumed to be dialogue -- that decision drives most of the large gnomic count. Event split 7 past / 2 present; both present event quotes (q04904, q04920) are the narrating present of a retrospective teller, not simultaneous narration, so the retrospective reading holds independent of the counts.","80% past / 20% present of 10, situation=retrospective",23,7,2,1,0,9,2,10,0,2
top2020:6216,modern,2020,THE SEARCHER,Tana French,PRESENT,PRESENT,high,simultaneous,"Close third-person present-tense narration focalized through Cal. 30 event quotes, 25 present / 5 past (83.3% present) — lands in the 80-85% audit band flagged in METHODOLOGY.md. All five past quotes (q05183, q05186, q05204, q05210, q05211) trace to one strand: Cal's Chicago police backstory, i.e. a recollection strand rather than a competing narrative line. Quotation marks are stripped from several speech quotes on this work page; those were identified by first-person/second-person address, explicit speech markers ('what I'm saying to you is'), and Hiberno-English/colloquial register, and are noted individually. q05207 is an embedded song lyric, filed unclear as verse. Flip risks: q05197 (opens gnomic, closes on Cal's present state) and q05182/q05179 (generalizing content held inside present-tense thought tags — if reclassified gnomic the present count drops but the past count is unaffected, so the label direction is stable).","15% past / 85% present of 34, situation=simultaneous",43,5,25,0,4,30,11,1,0,1
top2020:6601,modern,2020,THE VANISHING HALF,Brit Bennett,PAST,PAST,high,retrospective,"39 event-narration quotes, all past. Story-world exposition and character-specific iterative states are retained as event narration; narrated action and all recorded dialogue beats are past.","100% past / 0% present of 47, situation=retrospective",71,39,0,8,0,39,11,21,0,0
top2020:7161,modern,2020,WALK THE WIRE,David Baldacci,PAST,PAST,high,retrospective,"Third-person past-tense commercial thriller. Dialogue-heavy sample (10 of 19). All 5 event quotes past, none present. Quotation marks survive on most quotes; where absent I used vocatives, direct address and reply register (q04790, q04794, q04802). Flip risk: q04802 is a strong aphorism that would read gnomic without the vocative, and q04800/q04793 could each be unmarked speech rather than narration -- but both are past-tense either way, so neither moves the past/present split.","100% past / 0% present of 10, situation=retrospective",19,5,0,5,0,5,10,3,0,1
top2021:A COURT OF SILVER FLAMES|Sarah J. Maas,modern,2021,A COURT OF SILVER FLAMES,Sarah J. Maas,PAST,PAST,high,retrospective,"Third-person past narration with heavy free indirect discourse. Quotation marks survive on roughly half the quotes; on the rest the excerpt is bare speech, identified by vocative/direct-address/register per the marks-absent rule. Every event quote is past, with zero present-tense narration once dialogue and one fragment are excluded. Only gnomic candidate is q06532, a verbless fragment. q06509 is a dedication (paratext). q06516 is the one quote whose bucket could flip and is the sole potential source of present-tense evidence in the book.","100% past / 0% present of 17, situation=retrospective",26,11,0,6,0,11,13,1,1,0
top2021:APPLES NEVER FALL|Liane Moriarty,modern,2021,APPLES NEVER FALL,Liane Moriarty,PAST,PAST,high,retrospective,"Third-person past narration with heavy free indirect discourse across several POV characters. Main hazard: FID produces many aphorism-shaped lines, but most sit in a past-tense frame ('That was the secret of a happy marriage') and are event/past per the gnomic-is-present-only rule; only genuinely present-tense universals were bucketed gnomic. Unmarked speech is common on this work page -- where quote marks were absent I used vocatives, direct address, imperatives and first-person pronouns as the signal (q06113, q06125, q06139). q06100 is the single present-tense event quote and the only flip-risk item.","99% past / 1% present of 67, situation=retrospective",80,61,1,5,0,62,9,9,0,0
"top2021:BEAUTIFUL WORLD, WHERE ARE YOU|Sally Rooney",modern,2021,"BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,OTHER,DUAL,high,dual,Classified solely from supplied excerpts. The quoted diary and email-writing frames support a dual writing-moment/recollection narrating situation; no overall tense label calculated.,"40% past / 60% present of 47, situation=dual",68,14,28,5,0,42,10,16,0,0
top2021:BILLY SUMMERS|Stephen King,modern,2021,BILLY SUMMERS,Stephen King,PRESENT,PRESENT,high,simultaneous,"Dominant stance is third-person present-tense narration of a named character (Billy), including present-tense thought reports. The past minority is not noise: q05618 and q05621 are first-person past recollection in a plainer, misspelled-register voice ('2 kinds of people', 'By then I was a teenager'), and q05617/q05632 share that first-person voice - an identifiable embedded first-person memoir strand written by the character, matching the Cloud Cuckoo Land embedded-strand precedent. Quotation marks survive in this book (q05627, q05647), so mark-majority was the primary dialogue signal; for q05620, q05649, q05652 and q05658 marks were absent and direct address, toast formula, speaker labels and register were used instead, as recorded per quote. Gnomic was applied only to present-tense material generalizing beyond the story world - real-world expository facts (q05645, q05650) and aphorisms - never to past-tense summary. Borderline: q05632 mixes a present generalization with a past story-world reference ('the kind we gave him'); if read as event/past it would double the past count.","9% past / 91% present of 22, situation=simultaneous",44,2,18,0,2,20,5,18,1,0
top2021:CALL US WHAT WE CARRY|Amanda Gorman,modern,2021,CALL US WHAT WE CARRY,Amanda Gorman,OTHER,EXCLUDED-verse,,unclear,"Poetry collection, not prose fiction. All 26 quotes are lineated verse (line breaks mid-sentence, end rhyme, anaphora: ""even as we grieved, we grew""). Per spec, verse quotes are all unclear and the book yields no event-narration evidence. Collective first-person ""we"" throughout, present/future-oriented address rather than a narrating situation. q06267 is the one prose-set passage (documentary past-tense exposition about the 1918 influenza) and is the only plausible event/past candidate; q06249 and q06263 are duplicate excerpts of the same passage.",not prose fiction,26,0,0,0,0,0,0,0,0,26
top2021:CLOUD CUCKOO LAND|Anthony Doerr,modern,2021,CLOUD CUCKOO LAND,Anthony Doerr,PRESENT,PRESENT,high,simultaneous,Specific-character event passages are predominantly present-tense; the past passages are recollection or embedded material.,"19% past / 81% present of 36, situation=simultaneous",69,6,17,1,12,23,21,23,0,2
top2021:GO TELL THE BEES THAT I AM GONE|Diana Gabaldon,modern,2021,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,PAST,PAST,high,retrospective,"9 event quotes, all past: first-person past ('I nodded', 'I just stood there', 'Meals were') alternating with third-person past strand ('He had a dim memory', 'He didn't know whether to laugh'). No present-tense event narration anywhere. All 6 gnomic quotes are present-tense second-person universals or aphorisms -- exactly the aphoristic contamination the gnomic bucket exists to catch; q06228 is the largest flip risk. Heavy dialogue share (10/25); several marked by vocative/Scots dialect where Goodreads stripped the quotation marks.","100% past / 0% present of 17, situation=retrospective",25,9,0,8,0,9,10,6,0,0
top2021:GOLDEN GIRL|Elin Hilderbrand,modern,2021,GOLDEN GIRL,Elin Hilderbrand,PRESENT,PRESENT,CONFLICT,simultaneous,Present-time story-specific narration is accompanied by past recollection and exposition about Vivi; no overall book label calculated.,"38% past / 62% present of 13, situation=simultaneous",20,5,6,0,2,11,3,5,0,1
top2021:HARLEM SHUFFLE|Colson Whitehead,modern,2021,HARLEM SHUFFLE,Colson Whitehead,PAST,PAST,high,retrospective,,"98% past / 2% present of 55, situation=retrospective",73,48,1,6,0,49,10,14,0,0
top2021:KLARA AND THE SUN|Kazuo Ishiguro,modern,2021,KLARA AND THE SUN,Kazuo Ishiguro,PAST,PAST,high,retrospective,,"86% past / 14% present of 36, situation=retrospective",61,24,4,7,1,28,31,1,0,1
top2021:MALIBU RISING|Taylor Jenkins Reid,modern,2021,MALIBU RISING,Taylor Jenkins Reid,PAST,PAST,high,retrospective,,"96% past / 4% present of 48, situation=retrospective",69,42,2,4,0,44,4,15,0,6
top2021:PROJECT HAIL MARY|Andy Weir,modern,2021,PROJECT HAIL MARY,Andy Weir,PRESENT,PRESENT,high,simultaneous,"Event narration is predominantly present in the supplied excerpts, with a distinct past-tense Earth/backstory strand. Dialogue beats also divide by strand (present in the immediate mission narrative; past in recalled Earth scenes).","20% past / 80% present of 56, situation=simultaneous",79,6,28,5,17,34,29,16,0,0
